# session_id,valid|invalid,reason
M1_00132,valid,normal LOGIN->VIEW->LOGOUT session
M1_00133,invalid,action after LOGOUT
M1_00134,invalid,missing LOGIN
M1_00135,invalid,missing LOGOUT
M1_00136,valid,normal LOGIN->VIEW->LOGOUT session
M1_00137,valid,normal LOGIN->VIEW->LOGOUT session
M1_00138,invalid,missing LOGIN
M1_00139,valid,normal LOGIN->VIEW->LOGOUT session
M1_00140,valid,normal LOGIN->VIEW->LOGOUT session
M1_00141,valid,normal LOGIN->VIEW->LOGOUT session
M1_00142,invalid,action after LOGOUT
M1_00143,valid,normal LOGIN->VIEW->LOGOUT session
M1_00144,invalid,missing LOGOUT
M1_00145,invalid,missing LOGIN
M1_00146,invalid,missing LOGOUT
M1_00147,valid,normal LOGIN->VIEW->LOGOUT session
M1_00148,invalid,missing LOGIN
M1_00149,valid,normal LOGIN->VIEW->LOGOUT session
M1_00150,valid,normal LOGIN->VIEW->LOGOUT session
M1_00151,valid,normal LOGIN->VIEW->LOGOUT session
M1_00152,valid,normal LOGIN->VIEW->LOGOUT session
M1_00153,valid,normal LOGIN->VIEW->LOGOUT session
M1_00154,invalid,missing LOGOUT
M1_00155,invalid,action after LOGOUT
M1_00156,valid,normal LOGIN->VIEW->LOGOUT session
M1_00157,valid,normal LOGIN->VIEW->LOGOUT session
M1_00158,valid,normal LOGIN->VIEW->LOGOUT session
M1_00159,valid,normal LOGIN->VIEW->LOGOUT session
M1_00160,valid,normal LOGIN->VIEW->LOGOUT session
M1_00161,invalid,action after LOGOUT
M1_00162,valid,normal LOGIN->VIEW->LOGOUT session
M1_00163,valid,normal LOGIN->VIEW->LOGOUT session
M1_00164,valid,normal LOGIN->VIEW->LOGOUT session
M1_00165,invalid,missing LOGIN
M1_00166,valid,normal LOGIN->VIEW->LOGOUT session
M1_00167,valid,normal LOGIN->VIEW->LOGOUT session
M1_00168,valid,normal LOGIN->VIEW->LOGOUT session
M1_00169,valid,normal LOGIN->VIEW->LOGOUT session
M1_00170,valid,normal LOGIN->VIEW->LOGOUT session
M1_00171,valid,normal LOGIN->VIEW->LOGOUT session
M1_00172,valid,normal LOGIN->VIEW->LOGOUT session
M1_00173,valid,normal LOGIN->VIEW->LOGOUT session
M1_00174,valid,normal LOGIN->VIEW->LOGOUT session
M1_00175,valid,normal LOGIN->VIEW->LOGOUT session
M1_00176,invalid,missing LOGOUT
M1_00177,invalid,action after LOGOUT
M1_00178,valid,normal LOGIN->VIEW->LOGOUT session
M1_00179,invalid,action after LOGOUT
M1_00180,invalid,missing LOGOUT
M1_00181,valid,normal LOGIN->VIEW->LOGOUT session
M1_00182,valid,normal LOGIN->VIEW->LOGOUT session
M1_00183,invalid,missing LOGOUT
M1_00184,valid,normal LOGIN->VIEW->LOGOUT session
M1_00185,valid,normal LOGIN->VIEW->LOGOUT session
M1_00186,invalid,missing LOGOUT
M1_00187,valid,normal LOGIN->VIEW->LOGOUT session
M1_00188,invalid,missing LOGIN
M1_00189,valid,normal LOGIN->VIEW->LOGOUT session
M1_00190,valid,normal LOGIN->VIEW->LOGOUT session
M1_00191,invalid,missing LOGIN
M1_00192,valid,normal LOGIN->VIEW->LOGOUT session
M1_00193,valid,normal LOGIN->VIEW->LOGOUT session
M1_00194,valid,normal LOGIN->VIEW->LOGOUT session
M1_00195,invalid,missing LOGOUT
M1_00196,valid,normal LOGIN->VIEW->LOGOUT session
M1_00197,valid,normal LOGIN->VIEW->LOGOUT session
M1_00198,invalid,missing LOGOUT
M1_00199,valid,normal LOGIN->VIEW->LOGOUT session
M1_00200,valid,normal LOGIN->VIEW->LOGOUT session
M1_00201,valid,normal LOGIN->VIEW->LOGOUT session
M1_00202,valid,normal LOGIN->VIEW->LOGOUT session
M1_00203,invalid,action after LOGOUT
M1_00204,valid,normal LOGIN->VIEW->LOGOUT session
M1_00205,valid,normal LOGIN->VIEW->LOGOUT session
M1_00206,valid,normal LOGIN->VIEW->LOGOUT session
M1_00207,valid,normal LOGIN->VIEW->LOGOUT session
M1_00208,invalid,missing LOGIN
M1_00209,valid,normal LOGIN->VIEW->LOGOUT session
M1_00210,valid,normal LOGIN->VIEW->LOGOUT session
M1_00211,valid,normal LOGIN->VIEW->LOGOUT session
M1_00212,invalid,missing LOGIN
M1_00213,valid,normal LOGIN->VIEW->LOGOUT session
M1_00214,valid,normal LOGIN->VIEW->LOGOUT session
M1_00215,valid,normal LOGIN->VIEW->LOGOUT session
M1_00216,invalid,action after LOGOUT
M1_00217,valid,normal LOGIN->VIEW->LOGOUT session
M1_00218,valid,normal LOGIN->VIEW->LOGOUT session
M1_00219,valid,normal LOGIN->VIEW->LOGOUT session
M1_00220,valid,normal LOGIN->VIEW->LOGOUT session
M1_00221,valid,normal LOGIN->VIEW->LOGOUT session
M1_00222,valid,normal LOGIN->VIEW->LOGOUT session
M1_00223,valid,normal LOGIN->VIEW->LOGOUT session
M1_00224,invalid,missing LOGIN
M1_00225,valid,normal LOGIN->VIEW->LOGOUT session
M1_00226,valid,normal LOGIN->VIEW->LOGOUT session
M1_00227,valid,normal LOGIN->VIEW->LOGOUT session
M1_00228,valid,normal LOGIN->VIEW->LOGOUT session
M1_00229,invalid,action after LOGOUT
M1_00230,valid,normal LOGIN->VIEW->LOGOUT session
M1_00231,invalid,missing LOGIN
M1_00232,valid,normal LOGIN->VIEW->LOGOUT session
M1_00233,valid,normal LOGIN->VIEW->LOGOUT session
M1_00234,invalid,missing LOGOUT
M1_00235,valid,normal LOGIN->VIEW->LOGOUT session
M1_00236,valid,normal LOGIN->VIEW->LOGOUT session
M1_00237,valid,normal LOGIN->VIEW->LOGOUT session
M1_00238,invalid,missing LOGOUT
M1_00239,valid,normal LOGIN->VIEW->LOGOUT session
M1_00240,valid,normal LOGIN->VIEW->LOGOUT session
M1_00241,valid,normal LOGIN->VIEW->LOGOUT session
M1_00242,valid,normal LOGIN->VIEW->LOGOUT session
M1_00243,valid,normal LOGIN->VIEW->LOGOUT session
M1_00244,invalid,missing LOGIN
M1_00245,valid,normal LOGIN->VIEW->LOGOUT session
M1_00246,valid,normal LOGIN->VIEW->LOGOUT session
M1_00247,valid,normal LOGIN->VIEW->LOGOUT session
M1_00248,valid,normal LOGIN->VIEW->LOGOUT session
M1_00249,valid,normal LOGIN->VIEW->LOGOUT session
M1_00250,valid,normal LOGIN->VIEW->LOGOUT session
M1_00251,valid,normal LOGIN->VIEW->LOGOUT session
M1_00252,valid,normal LOGIN->VIEW->LOGOUT session
M1_00253,valid,normal LOGIN->VIEW->LOGOUT session
M1_00254,valid,normal LOGIN->VIEW->LOGOUT session
M1_00255,invalid,missing LOGOUT
M1_00256,valid,normal LOGIN->VIEW->LOGOUT session
M1_00257,invalid,missing LOGOUT
M1_00258,valid,normal LOGIN->VIEW->LOGOUT session
M1_00259,valid,normal LOGIN->VIEW->LOGOUT session
M1_00260,valid,normal LOGIN->VIEW->LOGOUT session
M1_00261,invalid,action after LOGOUT
M1_00262,invalid,missing LOGOUT
M1_00263,valid,normal LOGIN->VIEW->LOGOUT session
M1_00264,valid,normal LOGIN->VIEW->LOGOUT session
M1_00265,valid,normal LOGIN->VIEW->LOGOUT session
M1_00266,valid,normal LOGIN->VIEW->LOGOUT session
M1_00267,valid,normal LOGIN->VIEW->LOGOUT session
M1_00268,valid,normal LOGIN->VIEW->LOGOUT session
M1_00269,invalid,missing LOGIN
M1_00270,valid,normal LOGIN->VIEW->LOGOUT session
M1_00271,valid,normal LOGIN->VIEW->LOGOUT session
M1_00272,valid,normal LOGIN->VIEW->LOGOUT session
M1_00273,valid,normal LOGIN->VIEW->LOGOUT session
M1_00274,valid,normal LOGIN->VIEW->LOGOUT session
M1_00275,invalid,action after LOGOUT
M1_00276,valid,normal LOGIN->VIEW->LOGOUT session
M1_00277,valid,normal LOGIN->VIEW->LOGOUT session
M1_00278,valid,normal LOGIN->VIEW->LOGOUT session
M1_00279,valid,normal LOGIN->VIEW->LOGOUT session
M1_00280,valid,normal LOGIN->VIEW->LOGOUT session
M1_00281,invalid,action after LOGOUT
M1_00282,valid,normal LOGIN->VIEW->LOGOUT session
M1_00283,invalid,action after LOGOUT
M1_00284,valid,normal LOGIN->VIEW->LOGOUT session
M1_00285,valid,normal LOGIN->VIEW->LOGOUT session
M1_00286,valid,normal LOGIN->VIEW->LOGOUT session
M1_00287,valid,normal LOGIN->VIEW->LOGOUT session
M1_00288,valid,normal LOGIN->VIEW->LOGOUT session
M1_00289,valid,normal LOGIN->VIEW->LOGOUT session
M1_00290,valid,normal LOGIN->VIEW->LOGOUT session
M1_00291,valid,normal LOGIN->VIEW->LOGOUT session
M1_00292,valid,normal LOGIN->VIEW->LOGOUT session
M1_00293,valid,normal LOGIN->VIEW->LOGOUT session
M1_00294,invalid,action after LOGOUT
M1_00295,valid,normal LOGIN->VIEW->LOGOUT session
M1_00296,valid,normal LOGIN->VIEW->LOGOUT session
M1_00297,valid,normal LOGIN->VIEW->LOGOUT session
M1_00298,valid,normal LOGIN->VIEW->LOGOUT session
M1_00299,valid,normal LOGIN->VIEW->LOGOUT session
M1_00300,valid,normal LOGIN->VIEW->LOGOUT session
M1_00301,valid,normal LOGIN->VIEW->LOGOUT session
M1_00302,valid,normal LOGIN->VIEW->LOGOUT session
M1_00303,valid,normal LOGIN->VIEW->LOGOUT session
M1_00304,valid,normal LOGIN->VIEW->LOGOUT session
M1_00305,valid,normal LOGIN->VIEW->LOGOUT session
M1_00306,valid,normal LOGIN->VIEW->LOGOUT session
M1_00307,invalid,action after LOGOUT
M1_00308,valid,normal LOGIN->VIEW->LOGOUT session
M1_00309,invalid,missing LOGOUT
M1_00310,valid,normal LOGIN->VIEW->LOGOUT session
M1_00311,valid,normal LOGIN->VIEW->LOGOUT session
M1_00312,valid,normal LOGIN->VIEW->LOGOUT session
M1_00313,valid,normal LOGIN->VIEW->LOGOUT session
M1_00314,valid,normal LOGIN->VIEW->LOGOUT session
M1_00315,valid,normal LOGIN->VIEW->LOGOUT session
M1_00316,valid,normal LOGIN->VIEW->LOGOUT session
M1_00317,valid,normal LOGIN->VIEW->LOGOUT session
M1_00318,valid,normal LOGIN->VIEW->LOGOUT session
M1_00319,valid,normal LOGIN->VIEW->LOGOUT session
M1_00320,valid,normal LOGIN->VIEW->LOGOUT session
M1_00321,valid,normal LOGIN->VIEW->LOGOUT session
M1_00322,valid,normal LOGIN->VIEW->LOGOUT session
M1_00323,valid,normal LOGIN->VIEW->LOGOUT session
M1_00324,invalid,action after LOGOUT
M1_00325,valid,normal LOGIN->VIEW->LOGOUT session
M1_00326,invalid,action after LOGOUT
M1_00327,valid,normal LOGIN->VIEW->LOGOUT session
M1_00328,valid,normal LOGIN->VIEW->LOGOUT session
M1_00329,valid,normal LOGIN->VIEW->LOGOUT session
M1_00330,valid,normal LOGIN->VIEW->LOGOUT session
M1_00331,valid,normal LOGIN->VIEW->LOGOUT session
M1_00332,valid,normal LOGIN->VIEW->LOGOUT session
M1_00333,valid,normal LOGIN->VIEW->LOGOUT session
M1_00334,invalid,action after LOGOUT
M1_00335,invalid,action after LOGOUT
M1_00336,invalid,missing LOGIN
M1_00337,valid,normal LOGIN->VIEW->LOGOUT session
M1_00338,invalid,missing LOGOUT
M1_00339,valid,normal LOGIN->VIEW->LOGOUT session
M1_00340,invalid,missing LOGOUT
M1_00341,valid,normal LOGIN->VIEW->LOGOUT session
M1_00342,valid,normal LOGIN->VIEW->LOGOUT session
M1_00343,invalid,missing LOGOUT
M1_00344,valid,normal LOGIN->VIEW->LOGOUT session
M1_00345,valid,normal LOGIN->VIEW->LOGOUT session
M1_00346,invalid,missing LOGIN
M1_00347,invalid,missing LOGIN
M1_00348,valid,normal LOGIN->VIEW->LOGOUT session
M1_00349,valid,normal LOGIN->VIEW->LOGOUT session
M1_00350,invalid,action after LOGOUT
M1_00351,valid,normal LOGIN->VIEW->LOGOUT session
M1_00352,invalid,missing LOGOUT
M1_00353,valid,normal LOGIN->VIEW->LOGOUT session
M1_00354,valid,normal LOGIN->VIEW->LOGOUT session
M1_00355,invalid,missing LOGIN
M1_00356,valid,normal LOGIN->VIEW->LOGOUT session
M1_00357,valid,normal LOGIN->VIEW->LOGOUT session
M1_00358,valid,normal LOGIN->VIEW->LOGOUT session
M1_00359,valid,normal LOGIN->VIEW->LOGOUT session
M1_00360,invalid,action after LOGOUT
M1_00361,valid,normal LOGIN->VIEW->LOGOUT session
M1_00362,valid,normal LOGIN->VIEW->LOGOUT session
M1_00363,valid,normal LOGIN->VIEW->LOGOUT session
M1_00364,valid,normal LOGIN->VIEW->LOGOUT session
M1_00365,valid,normal LOGIN->VIEW->LOGOUT session
M1_00366,valid,normal LOGIN->VIEW->LOGOUT session
M1_00367,invalid,action after LOGOUT
M1_00368,valid,normal LOGIN->VIEW->LOGOUT session
M1_00369,valid,normal LOGIN->VIEW->LOGOUT session
M1_00370,valid,normal LOGIN->VIEW->LOGOUT session
M1_00371,invalid,action after LOGOUT
M1_00372,valid,normal LOGIN->VIEW->LOGOUT session
M1_00373,valid,normal LOGIN->VIEW->LOGOUT session
M1_00374,invalid,action after LOGOUT
M1_00375,valid,normal LOGIN->VIEW->LOGOUT session
M1_00376,valid,normal LOGIN->VIEW->LOGOUT session
M1_00377,invalid,action after LOGOUT
M1_00378,valid,normal LOGIN->VIEW->LOGOUT session
M1_00379,valid,normal LOGIN->VIEW->LOGOUT session
M1_00380,valid,normal LOGIN->VIEW->LOGOUT session
M1_00381,invalid,missing LOGOUT
M1_00382,valid,normal LOGIN->VIEW->LOGOUT session
M1_00383,valid,normal LOGIN->VIEW->LOGOUT session
M1_00384,valid,normal LOGIN->VIEW->LOGOUT session
M1_00385,invalid,action after LOGOUT
M1_00386,valid,normal LOGIN->VIEW->LOGOUT session
M1_00387,invalid,missing LOGOUT
M1_00388,invalid,missing LOGOUT
M1_00389,valid,normal LOGIN->VIEW->LOGOUT session
M1_00390,invalid,missing LOGOUT
M1_00391,invalid,action after LOGOUT
M1_00392,valid,normal LOGIN->VIEW->LOGOUT session
M1_00393,valid,normal LOGIN->VIEW->LOGOUT session
M1_00394,valid,normal LOGIN->VIEW->LOGOUT session
M1_00395,valid,normal LOGIN->VIEW->LOGOUT session
M1_00396,invalid,action after LOGOUT
M1_00397,invalid,action after LOGOUT
M1_00398,valid,normal LOGIN->VIEW->LOGOUT session
M1_00399,valid,normal LOGIN->VIEW->LOGOUT session
M1_00400,valid,normal LOGIN->VIEW->LOGOUT session
M1_00401,invalid,action after LOGOUT
M1_00402,valid,normal LOGIN->VIEW->LOGOUT session
M1_00403,valid,normal LOGIN->VIEW->LOGOUT session
M1_00404,invalid,action after LOGOUT
M1_00405,valid,normal LOGIN->VIEW->LOGOUT session
M1_00406,valid,normal LOGIN->VIEW->LOGOUT session
M1_00407,invalid,missing LOGOUT
M1_00408,valid,normal LOGIN->VIEW->LOGOUT session
M1_00409,invalid,missing LOGIN
M1_00410,valid,normal LOGIN->VIEW->LOGOUT session
M1_00411,invalid,action after LOGOUT
M1_00412,invalid,missing LOGOUT
M1_00413,valid,normal LOGIN->VIEW->LOGOUT session
M1_00414,valid,normal LOGIN->VIEW->LOGOUT session
M1_00415,valid,normal LOGIN->VIEW->LOGOUT session
M1_00416,valid,normal LOGIN->VIEW->LOGOUT session
M1_00417,invalid,missing LOGOUT
M1_00418,valid,normal LOGIN->VIEW->LOGOUT session
M1_00419,invalid,missing LOGIN
M1_00420,valid,normal LOGIN->VIEW->LOGOUT session
M1_00421,valid,normal LOGIN->VIEW->LOGOUT session
M1_00422,invalid,action after LOGOUT
M1_00423,valid,normal LOGIN->VIEW->LOGOUT session
M1_00424,valid,normal LOGIN->VIEW->LOGOUT session
M1_00425,valid,normal LOGIN->VIEW->LOGOUT session
M1_00426,valid,normal LOGIN->VIEW->LOGOUT session
M1_00427,invalid,missing LOGIN
M1_00428,valid,normal LOGIN->VIEW->LOGOUT session
M1_00429,invalid,missing LOGOUT
M1_00430,valid,normal LOGIN->VIEW->LOGOUT session
M1_00431,valid,normal LOGIN->VIEW->LOGOUT session
M1_00432,valid,normal LOGIN->VIEW->LOGOUT session
M1_00433,invalid,missing LOGOUT
M1_00434,valid,normal LOGIN->VIEW->LOGOUT session
M1_00435,invalid,action after LOGOUT
M1_00436,invalid,missing LOGOUT
M1_00437,valid,normal LOGIN->VIEW->LOGOUT session
M1_00438,valid,normal LOGIN->VIEW->LOGOUT session
M1_00439,invalid,missing LOGIN
M1_00440,valid,normal LOGIN->VIEW->LOGOUT session
M1_00441,valid,normal LOGIN->VIEW->LOGOUT session
M1_00442,invalid,missing LOGIN
M1_00443,valid,normal LOGIN->VIEW->LOGOUT session
M1_00444,valid,normal LOGIN->VIEW->LOGOUT session
M1_00445,invalid,action after LOGOUT
M1_00446,valid,normal LOGIN->VIEW->LOGOUT session
M1_00447,invalid,missing LOGOUT
M1_00448,valid,normal LOGIN->VIEW->LOGOUT session
M1_00449,valid,normal LOGIN->VIEW->LOGOUT session
M1_00450,valid,normal LOGIN->VIEW->LOGOUT session
M1_00451,valid,normal LOGIN->VIEW->LOGOUT session
M1_00452,valid,normal LOGIN->VIEW->LOGOUT session
M1_00453,valid,normal LOGIN->VIEW->LOGOUT session
M1_00454,valid,normal LOGIN->VIEW->LOGOUT session
M1_00455,valid,normal LOGIN->VIEW->LOGOUT session
M1_00456,invalid,missing LOGIN
M1_00457,valid,normal LOGIN->VIEW->LOGOUT session
M1_00458,valid,normal LOGIN->VIEW->LOGOUT session
M1_00459,valid,normal LOGIN->VIEW->LOGOUT session
M1_00460,valid,normal LOGIN->VIEW->LOGOUT session
M1_00461,valid,normal LOGIN->VIEW->LOGOUT session
M1_00462,valid,normal LOGIN->VIEW->LOGOUT session
M1_00463,valid,normal LOGIN->VIEW->LOGOUT session
M1_00464,invalid,action after LOGOUT
M1_00465,valid,normal LOGIN->VIEW->LOGOUT session
M1_00466,valid,normal LOGIN->VIEW->LOGOUT session
M1_00467,valid,normal LOGIN->VIEW->LOGOUT session
M1_00468,invalid,missing LOGOUT
M1_00469,invalid,missing LOGIN
M1_00470,valid,normal LOGIN->VIEW->LOGOUT session
M1_00471,invalid,action after LOGOUT
M1_00472,invalid,missing LOGIN
M1_00473,valid,normal LOGIN->VIEW->LOGOUT session
M1_00474,valid,normal LOGIN->VIEW->LOGOUT session
M1_00475,valid,normal LOGIN->VIEW->LOGOUT session
M1_00476,valid,normal LOGIN->VIEW->LOGOUT session
M1_00477,invalid,missing LOGOUT
M1_00478,valid,normal LOGIN->VIEW->LOGOUT session
M1_00479,valid,normal LOGIN->VIEW->LOGOUT session
M1_00480,valid,normal LOGIN->VIEW->LOGOUT session
M1_00481,valid,normal LOGIN->VIEW->LOGOUT session
M1_00482,valid,normal LOGIN->VIEW->LOGOUT session
M1_00483,invalid,missing LOGOUT
M1_00484,valid,normal LOGIN->VIEW->LOGOUT session
M1_00485,valid,normal LOGIN->VIEW->LOGOUT session
M1_00486,valid,normal LOGIN->VIEW->LOGOUT session
M1_00487,valid,normal LOGIN->VIEW->LOGOUT session
M1_00488,valid,normal LOGIN->VIEW->LOGOUT session
M1_00489,valid,normal LOGIN->VIEW->LOGOUT session
M1_00490,valid,normal LOGIN->VIEW->LOGOUT session
M1_00491,valid,normal LOGIN->VIEW->LOGOUT session
M1_00492,valid,normal LOGIN->VIEW->LOGOUT session
M1_00493,invalid,action after LOGOUT
M1_00494,valid,normal LOGIN->VIEW->LOGOUT session
M1_00495,valid,normal LOGIN->VIEW->LOGOUT session
M1_00496,invalid,missing LOGIN
M1_00497,invalid,action after LOGOUT
M1_00498,valid,normal LOGIN->VIEW->LOGOUT session
M1_00499,valid,normal LOGIN->VIEW->LOGOUT session
M1_00500,valid,normal LOGIN->VIEW->LOGOUT session
M1_00501,valid,normal LOGIN->VIEW->LOGOUT session
M1_00502,invalid,missing LOGOUT
M1_00503,invalid,missing LOGIN
M1_00504,invalid,missing LOGIN
M1_00505,invalid,missing LOGOUT
M1_00506,invalid,missing LOGIN
M1_00507,valid,normal LOGIN->VIEW->LOGOUT session
M1_00508,invalid,missing LOGOUT
M1_00509,valid,normal LOGIN->VIEW->LOGOUT session
M1_00510,valid,normal LOGIN->VIEW->LOGOUT session
M1_00511,invalid,action after LOGOUT
M1_00512,invalid,missing LOGOUT
M1_00513,invalid,missing LOGOUT
M1_00514,invalid,missing LOGOUT
M1_00515,invalid,missing LOGOUT
M1_00516,valid,normal LOGIN->VIEW->LOGOUT session
M1_00517,valid,normal LOGIN->VIEW->LOGOUT session
M1_00518,valid,normal LOGIN->VIEW->LOGOUT session
M1_00519,valid,normal LOGIN->VIEW->LOGOUT session
M1_00520,invalid,action after LOGOUT
M1_00521,invalid,missing LOGOUT
M1_00522,invalid,missing LOGOUT
M1_00523,invalid,action after LOGOUT
